frame_index,timestamp,signal,trial
175,1761933346.9013946,posttrial,0
176,1761933346.9543862,posttrial,0
177,1761933347.0043795,posttrial,0
178,1761933347.0543697,posttrial,0
179,1761933347.1053624,posttrial,0
180,1761933347.154354,posttrial,0
181,1761933347.2063475,posttrial,0
182,1761933347.2543387,posttrial,0
183,1761933347.30533,posttrial,0
184,1761933347.3573225,posttrial,0
185,1761933347.4043143,posttrial,0
186,1761933347.4713058,posttrial,0
187,1761933347.5252945,posttrial,0
188,1761933347.5712876,posttrial,0
189,1761933347.6202796,posttrial,0
190,1761933347.6692724,posttrial,0
191,1761933347.7232652,posttrial,0
192,1761933347.7712553,posttrial,0
193,1761933347.8312454,posttrial,0
194,1761933347.8712394,posttrial,0
195,1761933347.9212315,posttrial,0
196,1761933347.9732249,posttrial,0
197,1761933348.020215,posttrial,0
198,1761933348.068209,posttrial,0
199,1761933348.1211998,posttrial,0
200,1761933348.170191,posttrial,0
201,1761933348.2211838,posttrial,0
202,1761933348.288172,posttrial,0
203,1761933348.3361657,posttrial,0
204,1761933348.3882048,posttrial,0
205,1761933348.4372206,posttrial,0
206,1761933348.471191,flash,1
207,1761933348.5062196,flash,1
208,1761933348.5692015,flash,1
209,1761933348.6211913,flash,1
210,1761933348.671266,flash,1
211,1761933348.720844,flash,1
212,1761933348.7722893,flash,1
213,1761933348.8202806,flash,1
214,1761933348.870273,flash,1
215,1761933348.9222646,flash,1
216,1761933348.9562602,posttrial,1
217,1761933349.0042515,posttrial,1
218,1761933349.0602465,posttrial,1
219,1761933349.1202426,posttrial,1
220,1761933349.1712244,posttrial,1
221,1761933349.2192187,posttrial,1
222,1761933349.2742083,posttrial,1
223,1761933349.3212004,posttrial,1
224,1761933349.3701923,posttrial,1
225,1761933349.4201856,posttrial,1
226,1761933349.4711769,posttrial,1
227,1761933349.5211687,posttrial,1
228,1761933349.5701618,posttrial,1
229,1761933349.620153,posttrial,1
230,1761933349.6691449,posttrial,1
231,1761933349.7211366,posttrial,1
232,1761933349.7711284,posttrial,1
233,1761933349.8181207,posttrial,1
234,1761933349.8701134,posttrial,1
235,1761933349.9361026,posttrial,1
236,1761933349.9890933,posttrial,1
237,1761933350.036086,posttrial,1
238,1761933350.0850801,posttrial,1
239,1761933350.135078,posttrial,1
240,1761933350.1874716,posttrial,1
241,1761933350.235464,posttrial,1
242,1761933350.2874556,posttrial,1
243,1761933350.3354504,posttrial,1
244,1761933350.3874407,posttrial,1
245,1761933350.4354317,posttrial,1
246,1761933350.4884245,posttrial,1
247,1761933350.5344284,posttrial,1
248,1761933350.5874083,posttrial,1
249,1761933350.6356323,posttrial,1
250,1761933350.6935792,posttrial,1
251,1761933350.7355983,posttrial,1
252,1761933350.7845912,posttrial,1
253,1761933350.8345518,posttrial,1
254,1761933350.8856118,posttrial,1
255,1761933350.935552,posttrial,1
256,1761933350.986594,posttrial,1
257,1761933351.0535312,posttrial,1
258,1761933351.1035247,posttrial,1
259,1761933351.1535149,posttrial,1
260,1761933351.205507,posttrial,1
261,1761933351.2534988,posttrial,1
262,1761933351.3034923,posttrial,1
263,1761933351.3534837,posttrial,1
264,1761933351.4034753,posttrial,1
265,1761933351.454468,posttrial,1
266,1761933351.5034614,posttrial,1
267,1761933351.5554583,posttrial,1
268,1761933351.6034427,posttrial,1
269,1761933351.6524353,posttrial,1
270,1761933351.7034268,posttrial,1
271,1761933351.7544186,posttrial,1
272,1761933351.803411,posttrial,1
273,1761933351.8704002,posttrial,1
274,1761933351.9213917,posttrial,1
275,1761933351.9713838,posttrial,1
276,1761933352.0193763,posttrial,1
277,1761933352.0693684,posttrial,1
278,1761933352.1203597,posttrial,1
279,1761933352.170352,posttrial,1
280,1761933352.229343,posttrial,1
281,1761933352.2703362,posttrial,1
282,1761933352.3203278,posttrial,1
283,1761933352.3723195,posttrial,1
284,1761933352.4183133,posttrial,1
285,1761933352.469305,posttrial,1
286,1761933352.5202956,posttrial,1
287,1761933352.570288,posttrial,1
288,1761933352.6202793,posttrial,1
289,1761933352.6872692,posttrial,1
290,1761933352.7352629,posttrial,1
291,1761933352.7882528,posttrial,1
292,1761933352.8352451,posttrial,1
293,1761933352.885237,posttrial,1
294,1761933352.9352293,posttrial,1
295,1761933352.9872212,posttrial,1
296,1761933353.0352132,posttrial,1
297,1761933353.0872936,posttrial,1
298,1761933353.1351972,posttrial,1
299,1761933353.1851916,posttrial,1
300,1761933353.234184,posttrial,1
301,1761933353.2852046,posttrial,1
302,1761933353.3351655,posttrial,1
303,1761933353.3861573,posttrial,1
304,1761933353.4351501,posttrial,1
305,1761933353.4871418,posttrial,1
306,1761933353.5351326,posttrial,1
307,1761933353.6031232,posttrial,1
308,1761933353.6531155,posttrial,1
309,1761933353.7001157,posttrial,1
310,1761933353.7540982,posttrial,1
311,1761933353.8030899,posttrial,1
312,1761933353.8530836,posttrial,1
313,1761933353.9030743,posttrial,1
314,1761933353.9540665,posttrial,1
315,1761933353.98806,flash,2
316,1761933354.0370524,flash,2
317,1761933354.0850463,flash,2
318,1761933354.1350372,flash,2
319,1761933354.1870282,flash,2
320,1761933354.2350206,flash,2
321,1761933354.2870126,flash,2
322,1761933354.3350053,flash,2
323,1761933354.3909953,flash,2
324,1761933354.4349883,flash,2
325,1761933354.4859807,posttrial,2
326,1761933354.5349724,posttrial,2
327,1761933354.5869656,posttrial,2
328,1761933354.6349564,posttrial,2
329,1761933354.6869495,posttrial,2
330,1761933354.7349408,posttrial,2
331,1761933354.786935,posttrial,2
332,1761933354.8349254,posttrial,2
333,1761933354.8869157,posttrial,2
334,1761933354.9349084,posttrial,2
335,1761933354.9869008,posttrial,2
336,1761933355.0348923,posttrial,2
337,1761933355.0868852,posttrial,2
338,1761933355.1348774,posttrial,2
339,1761933355.1868677,posttrial,2
340,1761933355.2368615,posttrial,2
341,1761933355.284853,posttrial,2
342,1761933355.3348448,posttrial,2
343,1761933355.3858366,posttrial,2
344,1761933355.433828,posttrial,2
345,1761933355.5028183,posttrial,2
346,1761933355.5528092,posttrial,2
347,1761933355.6078012,posttrial,2
348,1761933355.651793,posttrial,2
349,1761933355.7037873,posttrial,2
350,1761933355.751778,posttrial,2
351,1761933355.8027697,posttrial,2
352,1761933355.8517623,posttrial,2
353,1761933355.902755,posttrial,2
354,1761933355.954748,posttrial,2
355,1761933356.0027375,posttrial,2
356,1761933356.053729,posttrial,2
357,1761933356.102772,posttrial,2
358,1761933356.1527603,posttrial,2
359,1761933356.2027047,posttrial,2
360,1761933356.2546968,posttrial,2
361,1761933356.3026886,posttrial,2
362,1761933356.3546815,posttrial,2
363,1761933356.4196703,posttrial,2
364,1761933356.468662,posttrial,2
365,1761933356.5196538,posttrial,2
366,1761933356.5696461,posttrial,2
367,1761933356.6286364,posttrial,2
368,1761933356.6696308,posttrial,2
369,1761933356.7196229,posttrial,2
370,1761933356.7696147,posttrial,2
371,1761933356.819606,posttrial,2
372,1761933356.868599,posttrial,2
373,1761933356.9195895,posttrial,2
374,1761933356.9695816,posttrial,2
375,1761933357.0205753,posttrial,2
376,1761933357.0695717,posttrial,2
377,1761933357.1185675,posttrial,2
378,1761933357.1686041,posttrial,2
379,1761933357.2345393,posttrial,2
380,1761933357.2845325,posttrial,2
381,1761933357.3345237,posttrial,2
382,1761933357.3865159,posttrial,2
383,1761933357.4345088,posttrial,2
384,1761933357.4865017,posttrial,2
385,1761933357.534492,posttrial,2
386,1761933357.5881057,posttrial,2
387,1761933357.6340973,posttrial,2
388,1761933357.6860893,posttrial,2
389,1761933357.7350814,posttrial,2
390,1761933357.7870743,posttrial,2
391,1761933357.834066,posttrial,2
392,1761933357.8860574,posttrial,2
393,1761933357.9370492,posttrial,2
394,1761933357.9870422,posttrial,2
395,1761933358.034034,posttrial,2
396,1761933358.0990226,posttrial,2
397,1761933358.1530142,posttrial,2
398,1761933358.203007,posttrial,2
399,1761933358.2529979,posttrial,2
400,1761933358.3029912,posttrial,2
401,1761933358.3529828,posttrial,2
402,1761933358.4029746,posttrial,2
403,1761933358.453966,posttrial,2
404,1761933358.502958,posttrial,2
405,1761933358.5539503,posttrial,2
406,1761933358.602943,posttrial,2
407,1761933358.6529353,posttrial,2
408,1761933358.7029262,posttrial,2
409,1761933358.7549183,posttrial,2
410,1761933358.8029096,posttrial,2
411,1761933358.851902,posttrial,2
412,1761933358.9028938,posttrial,2
413,1761933358.9688835,posttrial,2
414,1761933359.0188758,posttrial,2
415,1761933359.071867,posttrial,2
416,1761933359.1188629,posttrial,2
417,1761933359.16887,posttrial,2
418,1761933359.2198436,posttrial,2
419,1761933359.2678354,posttrial,2
420,1761933359.3198276,posttrial,2
421,1761933359.3698204,posttrial,2
422,1761933359.4188123,posttrial,2
423,1761933359.4688041,posttrial,2
424,1761933359.4878,flash,3
425,1761933359.533793,flash,3
426,1761933359.5867856,flash,3
427,1761933359.650775,flash,3
428,1761933359.7027662,flash,3
429,1761933359.7527575,flash,3
430,1761933359.8027496,flash,3
431,1761933359.8527415,flash,3
432,1761933359.9027345,flash,3
433,1761933359.9528136,flash,3
434,1761933359.9857504,posttrial,3
435,1761933360.0337124,posttrial,3
436,1761933360.1027014,posttrial,3
437,1761933360.1536937,posttrial,3
438,1761933360.2026918,posttrial,3
439,1761933360.2526789,posttrial,3
440,1761933360.302669,posttrial,3
441,1761933360.3536615,posttrial,3
442,1761933360.406653,posttrial,3
443,1761933360.4516451,posttrial,3
444,1761933360.4996376,posttrial,3
445,1761933360.5506299,posttrial,3
446,1761933360.6026218,posttrial,3
447,1761933360.6526134,posttrial,3
448,1761933360.702605,posttrial,3
449,1761933360.752597,posttrial,3
450,1761933360.8025892,posttrial,3
451,1761933360.8525813,posttrial,3
452,1761933360.9195707,posttrial,3
453,1761933360.9695635,posttrial,3
454,1761933361.0185637,posttrial,3
455,1761933361.068547,posttrial,3
456,1761933361.119538,posttrial,3
457,1761933361.1715305,posttrial,3
458,1761933361.2175221,posttrial,3
459,1761933361.2695138,posttrial,3
460,1761933361.319506,posttrial,3
461,1761933361.3674984,posttrial,3
462,1761933361.4194899,posttrial,3
463,1761933361.4684832,posttrial,3
464,1761933361.5184925,posttrial,3
465,1761933361.5684671,posttrial,3
466,1761933361.617458,posttrial,3
467,1761933361.6694508,posttrial,3
468,1761933361.716444,posttrial,3
469,1761933361.7854307,posttrial,3
470,1761933361.8334234,posttrial,3
471,1761933361.885415,posttrial,3
472,1761933361.9334083,posttrial,3
473,1761933361.9854004,posttrial,3
474,1761933362.035391,posttrial,3
475,1761933362.085383,posttrial,3
476,1761933362.1333756,posttrial,3
477,1761933362.1853683,posttrial,3
478,1761933362.232361,posttrial,3
479,1761933362.2853587,posttrial,3
480,1761933362.335344,posttrial,3
481,1761933362.3854237,posttrial,3
482,1761933362.4323585,posttrial,3
483,1761933362.484319,posttrial,3
484,1761933362.5343115,posttrial,3
485,1761933362.5853336,posttrial,3
486,1761933362.633295,posttrial,3
487,1761933362.6852863,posttrial,3
488,1761933362.7542772,posttrial,3
489,1761933362.802269,posttrial,3
490,1761933362.8532596,posttrial,3
491,1761933362.902252,posttrial,3
492,1761933362.9522438,posttrial,3
493,1761933363.0022357,posttrial,3
494,1761933363.0592284,posttrial,3
495,1761933363.1022198,posttrial,3
496,1761933363.1542118,posttrial,3
497,1761933363.2022038,posttrial,3
498,1761933363.2511957,posttrial,3
499,1761933363.3041892,posttrial,3
500,1761933363.3522127,posttrial,3
501,1761933363.4021714,posttrial,3
502,1761933363.452165,posttrial,3
503,1761933363.502157,posttrial,3
504,1761933363.569146,posttrial,3
505,1761933363.6191382,posttrial,3
506,1761933363.6691294,posttrial,3
507,1761933363.7191277,posttrial,3
508,1761933363.7701144,posttrial,3
509,1761933363.8181062,posttrial,3
510,1761933363.8670974,posttrial,3
511,1761933363.9190888,posttrial,3
512,1761933363.9680817,posttrial,3
513,1761933364.0170732,posttrial,3
514,1761933364.0690644,posttrial,3
515,1761933364.1190567,posttrial,3
516,1761933364.1690493,posttrial,3
517,1761933364.2190404,posttrial,3
518,1761933364.2680333,posttrial,3
519,1761933364.3190243,posttrial,3
520,1761933364.3680167,posttrial,3
521,1761933364.4170086,posttrial,3
522,1761933364.4680023,posttrial,3
523,1761933364.5329902,posttrial,3
524,1761933364.584982,posttrial,3
525,1761933364.6339748,posttrial,3
526,1761933364.6849663,posttrial,3
527,1761933364.7339585,posttrial,3
528,1761933364.7849505,posttrial,3
529,1761933364.8339431,posttrial,3
530,1761933364.8849337,posttrial,3
531,1761933364.932926,posttrial,3
532,1761933364.9849174,posttrial,3
533,1761933365.0029147,flash,4
534,1761933365.051908,flash,4
535,1761933365.1178966,flash,4
536,1761933365.1688888,flash,4
537,1761933365.21888,flash,4
538,1761933365.2678723,flash,4
539,1761933365.3188639,flash,4
540,1761933365.368856,flash,4
541,1761933365.418849,flash,4
542,1761933365.469841,flash,4
543,1761933365.5025563,posttrial,4
544,1761933365.568575,posttrial,4
545,1761933365.6166782,posttrial,4
546,1761933365.667851,posttrial,4
547,1761933365.7178662,posttrial,4
548,1761933365.7688687,posttrial,4
549,1761933365.8178926,posttrial,4
550,1761933365.8680139,posttrial,4
551,1761933365.9179661,posttrial,4
552,1761933365.9689822,posttrial,4
553,1761933366.0169442,posttrial,4
554,1761933366.066936,posttrial,4
555,1761933366.1204321,posttrial,4
556,1761933366.169934,posttrial,4
557,1761933366.217927,posttrial,4
558,1761933366.2689176,posttrial,4
559,1761933366.3179097,posttrial,4
560,1761933366.366903,posttrial,4
561,1761933366.4178946,posttrial,4
562,1761933366.466886,posttrial,4
563,1761933366.5178776,posttrial,4
564,1761933366.5678701,posttrial,4
565,1761933366.620862,posttrial,4
566,1761933366.6678545,posttrial,4
567,1761933366.7178457,posttrial,4
568,1761933366.7848349,posttrial,4
569,1761933366.8328269,posttrial,4
570,1761933366.8878186,posttrial,4
571,1761933366.9348106,posttrial,4
572,1761933366.9848027,posttrial,4
573,1761933367.0327961,posttrial,4
574,1761933367.0848427,posttrial,4
575,1761933367.13378,posttrial,4
576,1761933367.1897697,posttrial,4
577,1761933367.2327628,posttrial,4
578,1761933367.282755,posttrial,4
579,1761933367.3327482,posttrial,4
580,1761933367.38474,posttrial,4
581,1761933367.432731,posttrial,4
582,1761933367.4847229,posttrial,4
583,1761933367.5327153,posttrial,4
584,1761933367.5867062,posttrial,4
585,1761933367.6346993,posttrial,4
586,1761933367.703689,posttrial,4
587,1761933367.7517118,posttrial,4
588,1761933367.8016791,posttrial,4
589,1761933367.851671,posttrial,4
590,1761933367.8996558,posttrial,4
591,1761933367.9516473,posttrial,4
592,1761933368.0016398,posttrial,4
593,1761933368.0516315,posttrial,4
594,1761933368.1016235,posttrial,4
595,1761933368.1496165,posttrial,4
596,1761933368.2016087,posttrial,4
597,1761933368.2515996,posttrial,4
598,1761933368.3015924,posttrial,4
599,1761933368.351584,posttrial,4
600,1761933368.4015768,posttrial,4
601,1761933368.450569,posttrial,4
602,1761933368.5015676,posttrial,4
603,1761933368.5685499,posttrial,4
604,1761933368.6195505,posttrial,4
605,1761933368.6685627,posttrial,4
606,1761933368.7185245,posttrial,4
607,1761933368.7675164,posttrial,4
608,1761933368.8175097,posttrial,4
609,1761933368.8655112,posttrial,4
610,1761933368.9184926,posttrial,4
611,1761933368.9684844,posttrial,4
612,1761933369.0194764,posttrial,4
613,1761933369.0684683,posttrial,4
614,1761933369.117461,posttrial,4
615,1761933369.1704519,posttrial,4
616,1761933369.219445,posttrial,4
617,1761933369.2664375,posttrial,4
618,1761933369.3194282,posttrial,4
619,1761933369.3684208,posttrial,4
620,1761933369.419412,posttrial,4
621,1761933369.4844027,posttrial,4
622,1761933369.5323946,posttrial,4
623,1761933369.5843859,posttrial,4
624,1761933369.6323776,posttrial,4
625,1761933369.683371,posttrial,4
626,1761933369.7323618,posttrial,4
627,1761933369.7843542,posttrial,4
628,1761933369.8333473,posttrial,4
629,1761933369.888338,posttrial,4
630,1761933369.9323294,posttrial,4
631,1761933369.9853222,posttrial,4
632,1761933370.0323143,posttrial,4
633,1761933370.0833068,posttrial,4
634,1761933370.1342976,posttrial,4
635,1761933370.18529,posttrial,4
636,1761933370.231282,posttrial,4
637,1761933370.2842739,posttrial,4
638,1761933370.3532636,posttrial,4
639,1761933370.3992558,posttrial,4
640,1761933370.4532468,posttrial,4
641,1761933370.4992394,posttrial,4
642,1761933370.518236,flash,5
643,1761933370.5682287,flash,5
644,1761933370.6192203,flash,5
645,1761933370.6672118,flash,5
646,1761933370.7322028,flash,5
647,1761933370.7831943,flash,5
648,1761933370.8341918,flash,5
649,1761933370.884177,flash,5
650,1761933370.9321704,flash,5
651,1761933370.9851613,flash,5
652,1761933371.0181553,posttrial,5
653,1761933371.0651486,posttrial,5
654,1761933371.1191394,posttrial,5
655,1761933371.1671314,posttrial,5
656,1761933371.2321224,posttrial,5
657,1761933371.2831135,posttrial,5
658,1761933371.3321054,posttrial,5
659,1761933371.3840973,posttrial,5
660,1761933371.433089,posttrial,5
661,1761933371.4840815,posttrial,5
662,1761933371.5330734,posttrial,5
663,1761933371.5860643,posttrial,5
664,1761933371.6320565,posttrial,5
665,1761933371.6840484,posttrial,5
666,1761933371.7340426,posttrial,5
667,1761933371.7840335,posttrial,5
668,1761933371.8310328,posttrial,5
669,1761933371.8830185,posttrial,5
670,1761933371.9370086,posttrial,5
671,1761933371.9840028,posttrial,5
672,1761933372.050991,posttrial,5
673,1761933372.1019905,posttrial,5
674,1761933372.1509821,posttrial,5
675,1761933372.2009668,posttrial,5
676,1761933372.2509584,posttrial,5
677,1761933372.30295,posttrial,5
678,1761933372.3509412,posttrial,5
679,1761933372.400934,posttrial,5
680,1761933372.448929,posttrial,5
681,1761933372.5008848,posttrial,5
682,1761933372.550884,posttrial,5
683,1761933372.60087,posttrial,5
684,1761933372.65086,posttrial,5
685,1761933372.6988535,posttrial,5
686,1761933372.7578447,posttrial,5
687,1761933372.800836,posttrial,5
688,1761933372.8498316,posttrial,5
689,1761933372.9008203,posttrial,5
690,1761933372.9678092,posttrial,5
691,1761933373.0258002,posttrial,5
692,1761933373.0677936,posttrial,5
693,1761933373.117785,posttrial,5
694,1761933373.1677773,posttrial,5
695,1761933373.2167695,posttrial,5
696,1761933373.268761,posttrial,5
697,1761933373.3167534,posttrial,5
698,1761933373.367745,posttrial,5
699,1761933373.4167373,posttrial,5
700,1761933373.4677298,posttrial,5
701,1761933373.5167215,posttrial,5
702,1761933373.568713,posttrial,5
703,1761933373.616705,posttrial,5
704,1761933373.6666973,posttrial,5
705,1761933373.7196898,posttrial,5
706,1761933373.7666814,posttrial,5
707,1761933373.832671,posttrial,5
708,1761933373.8836622,posttrial,5
709,1761933373.9316554,posttrial,5
710,1761933373.9836466,posttrial,5
711,1761933374.0336387,posttrial,5
712,1761933374.0826304,posttrial,5
713,1761933374.1316223,posttrial,5
714,1761933374.1846147,posttrial,5
715,1761933374.2316065,posttrial,5
716,1761933374.2835994,posttrial,5
717,1761933374.3315904,posttrial,5
718,1761933374.3835828,posttrial,5
719,1761933374.432576,posttrial,5
720,1761933374.4835975,posttrial,5
721,1761933374.5335581,posttrial,5
722,1761933374.5835497,posttrial,5
723,1761933374.6505432,posttrial,5
724,1761933374.7015448,posttrial,5
725,1761933374.749524,posttrial,5
726,1761933374.803515,posttrial,5
727,1761933374.850507,posttrial,5
728,1761933374.9014988,posttrial,5
729,1761933374.951492,posttrial,5
730,1761933375.0004845,posttrial,5
731,1761933375.0504746,posttrial,5
732,1761933375.1024675,posttrial,5
733,1761933375.1504588,posttrial,5
734,1761933375.2014508,posttrial,5
735,1761933375.2524426,posttrial,5
736,1761933375.3004348,posttrial,5
737,1761933375.3494267,posttrial,5
738,1761933375.399419,posttrial,5
739,1761933375.450411,posttrial,5
740,1761933375.5183997,posttrial,5
741,1761933375.567392,posttrial,5
742,1761933375.6163852,posttrial,5
743,1761933375.667376,posttrial,5
744,1761933375.7163682,posttrial,5
745,1761933375.7673602,posttrial,5
746,1761933375.8163533,posttrial,5
747,1761933375.867344,posttrial,5
748,1761933375.916337,posttrial,5
749,1761933375.967328,posttrial,5
750,1761933376.0173209,posttrial,5
751,1761933376.0333207,flash,6
752,1761933376.0843394,flash,6
753,1761933376.150387,flash,6
754,1761933376.1992905,flash,6
755,1761933376.2502825,flash,6
756,1761933376.3022747,flash,6
757,1761933376.3502665,flash,6
758,1761933376.400259,flash,6
759,1761933376.4502501,flash,6
760,1761933376.5012422,flash,6
761,1761933376.533238,posttrial,6
762,1761933376.6002269,posttrial,6
763,1761933376.6502185,posttrial,6
764,1761933376.6992104,posttrial,6
765,1761933376.7522027,posttrial,6
766,1761933376.8001943,posttrial,6
767,1761933376.8501866,posttrial,6
768,1761933376.900178,posttrial,6
769,1761933376.9501703,posttrial,6
770,1761933377.0001633,posttrial,6
771,1761933377.0501554,posttrial,6
772,1761933377.1001463,posttrial,6
773,1761933377.1501381,posttrial,6
774,1761933377.20013,posttrial,6
775,1761933377.2481651,posttrial,6
776,1761933377.3031137,posttrial,6
777,1761933377.3501055,posttrial,6
778,1761933377.4000978,posttrial,6
779,1761933377.4670875,posttrial,6
780,1761933377.5170796,posttrial,6
781,1761933377.5670714,posttrial,6
782,1761933377.6170628,posttrial,6
783,1761933377.6660554,posttrial,6
784,1761933377.7170467,posttrial,6
785,1761933377.7670395,posttrial,6
786,1761933377.8180308,posttrial,6
